Names,Formula,CAS No,SMILES,Reference,Exp logp,C,H,N,O,S,P,F,Cl,Br,I,,,
2-chlorophenol,C6H4ClOH,,Oc1ccccc1Cl,"hansch,c et al. (1995)",2.15,6,5,0,1,0,0,0,1,0,0,,8,
2-chlorophenoxyacetic acid,C8H7ClO3,,OC(=O)COc1ccccc1Cl,"hansch,c et al. (1995)",1.86,8,7,0,3,0,0,0,1,0,0,,12,
2-chlorophenyl acetate,C8H7ClO2,,CC(=O)Oc1ccccc1Cl,"hansch,c et al. (1995)",2.18,8,7,0,2,0,0,0,1,0,0,,11,
2-chlorophenyl methylcarbamate,C8H8ClNO2,,CNC(=O)Oc1ccccc1Cl,"hansch,c et al. (1995)",1.64,8,8,1,2,0,0,0,1,0,0,,12,
2-chloropropane,C3H7Cl,,CC(C)Cl,"hansch,c et al. (1995)",1.9,3,7,0,0,0,0,0,1,0,0,,4,
2-chloropropene,C3H5Cl,,CC(Cl)=C,"hansch,c et al. (1995)",2,3,5,0,0,0,0,0,1,0,0,,4,
2-chloropyridine,C5H4ClN,,Clc1ccccn1,"hansch,c et al. (1995)",1.22,5,4,1,0,0,0,0,1,0,0,,7,
2-chloroquinoline,C9H6ClN,,Clc1ccc2ccccc2n1,"hansch,c et al. (1995)",2.71,9,6,1,0,0,0,0,1,0,0,,11,
2-chlorothiophene,C4H3ClS,,Clc1sccc1,"hansch,c et al. (1995)",2.54,4,3,0,0,1,0,0,1,0,0,,6,
2-chlorotoluene,CH3C6H4Cl,,Cc1ccccc1Cl,"hansch,c et al. (1995)",3.42,7,7,0,0,0,0,0,1,0,0,,8,
2-cyanophenyl acetate,C9H7NO2,,CC(=O)Oc1ccccc1C#N,"hansch,c et al. (1995)",1.33,9,7,1,2,0,0,0,0,0,0,,12,
2-cyclohexen-1-one,C6H8O,,O=C1CCCC=C1,"hansch,c et al. (1995)",0.61,6,8,0,1,0,0,0,0,0,0,,7,
2-demethyl-n-trifluoroacetyl-deacetylcolchicine,C21H20F3NO6,,COC1=CC=C2C(=CC1=O)[C@H](CCc3cc(OC)c(O)c(OC)c23)NC(=O)C(F)(F)F,"hansch,c et al. (1995)",1.67,21,20,1,6,0,0,3,0,0,0,,31,
2-demethylcolchicine,C21H23NO6,,COC1=CC=C2C(=CC1=O)[C@H](CCc3cc(OC)c(O)c(OC)c23)NC(C)=O,"hansch,c et al. (1995)",0.48,21,23,1,6,0,0,0,0,0,0,,28,
2-deoxy-2-(3-methyl-3-nitrosoureido)-d-glucopyranose,C8H15N3O7,,CN(N=O)C(=O)N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O,"hansch,c et al. (1995)",-1.45,8,15,3,7,0,0,0,0,0,0,,18,
"2-dimethylamino-1,4-naphthoquinone",C12H11NO2,,CN(C)C1=CC(=O)c2ccccc2C1=O,"hansch,c et al. (1995)",1.9,12,11,1,2,0,0,0,0,0,0,,15,
2-ethoxy-4-aminobenzoic acid,C9H11NO3,,CCOc1cc(N)ccc1C(O)=O,"hansch,c et al. (1995)",0.99,9,11,1,3,0,0,0,0,0,0,,13,
2-ethoxyethanol,C4H10O2,,CCOCCO,"hansch,c et al. (1995)",-0.32,4,10,0,2,0,0,0,0,0,0,,6,
2-ethoxyphenol,C8H10O2,,CCOc1ccccc1O,"hansch,c et al. (1995)",1.68,8,10,0,2,0,0,0,0,0,0,,10,
2-ethylacrolein,C5H8O,,CCC(=C)C=O,"hansch,c et al. (1995)",1.24,5,8,0,1,0,0,0,0,0,0,,6,
2-ethylaniline,C8H11N,,CCc1ccccc1N,"hansch,c et al. (1995)",1.74,8,11,1,0,0,0,0,0,0,0,,9,
2-ethylbenzotriazole,C8H9N3,,CCn1nc2ccccc2n1,"hansch,c et al. (1995)",2.1,8,9,3,0,0,0,0,0,0,0,,11,
2-ethylfuran,C6H8O,,CCc1occc1,"hansch,c et al. (1995)",2.4,6,8,0,1,0,0,0,0,0,0,,7,
2-ethylhexyl diphenyl phosphate,C20H27O4P,,CCCCC(CC)CO[P](=O)(Oc1ccccc1)Oc2ccccc2,"hansch,c et al. (1995)",5.73,20,27,0,4,0,1,0,0,0,0,,25,
2-ethylhexylamine,C8H19N,,CCCCC(CC)CN,"hansch,c et al. (1995)",2.82,8,19,1,0,0,0,0,0,0,0,,9,
2-ethylnaphthalene,C12H12,,CCc1ccc2ccccc2c1,"hansch,c et al. (1995)",4.38,12,12,0,0,0,0,0,0,0,0,,12,
2-ethylphenol,C8H10O,,CCc1ccccc1O,"hansch,c et al. (1995)",2.47,8,10,0,1,0,0,0,0,0,0,,9,
2-ethylpyridine,C7H9N,,CCc1ccccn1,"hansch,c et al. (1995)",1.69,7,9,1,0,0,0,0,0,0,0,,8,
2-ethylpyrrole,C6H9N,,CCc1[nH]ccc1,"hansch,c et al. (1995)",1.59,6,9,1,0,0,0,0,0,0,0,,7,
2-fluoroaniline,C6H6FN,,Nc1ccccc1F,"hansch,c et al. (1995)",1.26,6,6,1,0,0,0,1,0,0,0,,8,
2-fluorobenzoic acid,C7H5FO2,,OC(=O)c1ccccc1F,"hansch,c et al. (1995)",1.77,7,5,0,2,0,0,1,0,0,0,,10,
2-fluorobenzyl chloride,C7H6ClF,,Fc1ccccc1CCl,"hansch,c et al. (1995)",2.67,7,6,0,0,0,0,1,1,0,0,,9,
2-fluoroethanol,C2H5FO,,OCCF,"hansch,c et al. (1995)",-0.67,2,5,0,1,0,0,1,0,0,0,,4,
2-fluorophenol,C6H5FO,,Oc1ccccc1F,"hansch,c et al. (1995)",1.71,6,5,0,1,0,0,1,0,0,0,,8,
2-fluorophenyl 4-amino-2-hydroxybenzoate,C13H10FNO3,,Nc1ccc(c(O)c1)C(=O)Oc2ccccc2F,"hansch,c et al. (1995)",3.29,13,10,1,3,0,0,1,0,0,0,,18,
2-fluorophenylacetic acid,C8H7FO2,,OC(=O)Cc1ccccc1F,"hansch,c et al. (1995)",1.5,8,7,0,2,0,0,1,0,0,0,,11,
2-fluoropyridine-4-carbohydrazide,C6H6FN3O,,NNC(=O)c1ccnc(F)c1,"hansch,c et al. (1995)",-0.11,6,6,3,1,0,0,1,0,0,0,,11,
2-furamide,C5H5NO2,,NC(=O)c1occc1,"hansch,c et al. (1995)",-0.11,5,5,1,2,0,0,0,0,0,0,,8,
"2-furancarboxamide, n,n-dimethyl-",C7H9NO2,,CN(C)C(=O)c1occc1,"hansch,c et al. (1995)",0.41,7,9,1,2,0,0,0,0,0,0,,10,
"2-furancarboxamide, n-methyl-",C6H7NO2,,CNC(=O)c1occc1,"hansch,c et al. (1995)",0.23,6,7,1,2,0,0,0,0,0,0,,9,
"2-furanpropylamine, n,n-dimethyl-",C9H15NO,,CN(C)CCCc1occc1,"hansch,c et al. (1995)",2.08,9,15,1,1,0,0,0,0,0,0,,11,
2-furonitrile,C5H3NO,,N#Cc1occc1,"hansch,c et al. (1995)",0.96,5,3,1,1,0,0,0,0,0,0,,7,
2-heptanol,C7H16O,,CCCCCC(C)O,"hansch,c et al. (1995)",2.31,7,16,0,1,0,0,0,0,0,0,,8,
2-heptanone,C7H14O,,CCCCCC(C)=O,"hansch,c et al. (1995)",1.98,7,14,0,1,0,0,0,0,0,0,,8,
2-hexanone,C4H9COCH3,,CCCCC(C)=O,"hansch,c et al. (1995)",1.38,6,12,0,1,0,0,0,0,0,0,,7,
"2-hydroxy-1,4-naphthoquinone",C10H6O3,,OC1=CC(=O)c2ccccc2C1=O,"hansch,c et al. (1995)",1.38,10,6,0,3,0,0,0,0,0,0,,13,
2-hydroxy-3-methoxybenzaldehyde,C8H8O3,,COc1cccc(C=O)c1O,"hansch,c et al. (1995)",1.37,8,8,0,3,0,0,0,0,0,0,,11,
2-hydroxy-3-methoxybenzoic acid,C8H8O4,,COc1cccc(C(O)=O)c1O,"hansch,c et al. (1995)",1.94,8,8,0,4,0,0,0,0,0,0,,12,
2-hydroxybenzimidazole,C7H6N2O,,Oc1[nH]c2ccccc2n1,"hansch,c et al. (1995)",1.12,7,6,2,1,0,0,0,0,0,0,,10,
2-hydroxybenzohydrazide,C7H8N2O2,,NNC(=O)c1ccccc1O,"hansch,c et al. (1995)",0.6,7,8,2,2,0,0,0,0,0,0,,11,
2-hydroxybenzonitrile,C7H5NO,,Oc1ccccc1C#N,"hansch,c et al. (1995)",1.61,7,5,1,1,0,0,0,0,0,0,,9,
2-hydroxybenzophenone,C13H10O2,,Oc1ccccc1C(=O)c2ccccc2,"hansch,c et al. (1995)",3.52,13,10,0,2,0,0,0,0,0,0,,15,
2-hydroxyethyl acrylate,C5H8O3,,OCCOC(=O)C=C,"hansch,c et al. (1995)",-0.21,5,8,0,3,0,0,0,0,0,0,,8,
2-hydroxyethyl methacrylate,C6H10O3,,CC(=C)C(=O)OCCO,"hansch,c et al. (1995)",0.47,6,10,0,3,0,0,0,0,0,0,,9,
2-hydroxyisobutyric acid,C4H8O3,,CC(C)(O)C(O)=O,"hansch,c et al. (1995)",-0.36,4,8,0,3,0,0,0,0,0,0,,7,
2-hydroxyphenoxyacetic acid,C8H8O4,,OC(=O)COc1ccccc1O,"hansch,c et al. (1995)",0.85,8,8,0,4,0,0,0,0,0,0,,12,
2-hydroxyphenylacetic acid,C8H8O3,,OC(=O)Cc1ccccc1O,"hansch,c et al. (1995)",0.85,8,8,0,3,0,0,0,0,0,0,,11,
2-hydroxypropyl acrylate,C6H10O3,,CC(O)COC(=O)C=C,"hansch,c et al. (1995)",0.35,6,10,0,3,0,0,0,0,0,0,,9,
2-hydroxypropyl methacrylate,C7H12O3,,CC(O)COC(=O)C(C)=C,"hansch,c et al. (1995)",0.97,7,12,0,3,0,0,0,0,0,0,,10,
2-hydroxypyrazine,C4H4N2O,,Oc1cnccn1,"hansch,c et al. (1995)",-1.49,4,4,2,1,0,0,0,0,0,0,,7,
2-hydroxypyridine,C5H5NO,,Oc1ccccn1,"hansch,c et al. (1995)",-0.58,5,5,1,1,0,0,0,0,0,0,,7,
2-hydroxypyrimidine,C4H4N2O,,Oc1ncccn1,"hansch,c et al. (1995)",-1.62,4,4,2,1,0,0,0,0,0,0,,7,
2-hydroxyquinoline,C9H7NO,,Oc1ccc2ccccc2n1,"hansch,c et al. (1995)",1.26,9,7,1,1,0,0,0,0,0,0,,11,
2-hydroxyquinoxaline,C8H6N2O,,Oc1cnc2ccccc2n1,"hansch,c et al. (1995)",0.8,8,6,2,1,0,0,0,0,0,0,,11,
2-iodoaniline,C6H6IN,,Nc1ccccc1I,"hansch,c et al. (1995)",2.32,6,6,1,0,0,0,0,0,0,1,,8,
2-iodobenzoic acid,C7H5IO2,,OC(=O)c1ccccc1I,"hansch,c et al. (1995)",2.4,7,5,0,2,0,0,0,0,0,1,,10,
2-iodophenol,C6H5IO,,Oc1ccccc1I,"hansch,c et al. (1995)",2.65,6,5,0,1,0,0,0,0,0,1,,8,
2-iodophenyl acetate,C8H7IO2,,CC(=O)Oc1ccccc1I,"hansch,c et al. (1995)",2.55,8,7,0,2,0,0,0,0,0,1,,11,
2-iodophenyl methylcarbamate,C8H8INO2,,CNC(=O)Oc1ccccc1I,"hansch,c et al. (1995)",1.94,8,8,1,2,0,0,0,0,0,1,,12,
2-iodopropane,C3H7I,,CC(C)I,"hansch,c et al. (1995)",2.89,3,7,0,0,0,0,0,0,0,1,,4,
2-iodoquinoline,C9H6IN,,Ic1ccc2ccccc2n1,"hansch,c et al. (1995)",3.04,9,6,1,0,0,0,0,0,0,1,,11,
2-isobutyl-3-methylpyrazine,C9H14N2,,CC(C)Cc1nccnc1C,"hansch,c et al. (1995)",1.96,9,14,2,0,0,0,0,0,0,0,,11,
2-isobutylisonicotinic acid hydrazide,C10H15N3O,,CC(C)Cc1cc(ccn1)C(=O)NN,"hansch,c et al. (1995)",1.02,10,15,3,1,0,0,0,0,0,0,,14,
2-isopropoxyethanol,C5H12O2,,CC(C)OCCO,"hansch,c et al. (1995)",0.05,5,12,0,2,0,0,0,0,0,0,,7,
2-isopropoxyphenol,C9H12O2,,CC(C)Oc1ccccc1O,"hansch,c et al. (1995)",2.09,9,12,0,2,0,0,0,0,0,0,,11,
2-isopropyl-phenyl acetate,C11H14O2,,CC(C)c1ccccc1OC(C)=O,"hansch,c et al. (1995)",2.78,11,14,0,2,0,0,0,0,0,0,,13,
2-isopropylaniline,C9H13N,,CC(C)c1ccccc1N,"hansch,c et al. (1995)",2.12,9,13,1,0,0,0,0,0,0,0,,10,
2-isopropylphenol,C9H12O,,CC(C)c1ccccc1O,"hansch,c et al. (1995)",2.88,9,12,0,1,0,0,0,0,0,0,,10,
2-mercaptobenzimidazole,C7H6N2S,,Sc1[nH]c2ccccc2n1,"hansch,c et al. (1995)",1.66,7,6,2,0,1,0,0,0,0,0,,10,
2-mercaptopyridine,C5H5NS,,Sc1ccccn1,"hansch,c et al. (1995)",-0.13,5,5,1,0,1,0,0,0,0,0,,7,
"2-methoxy-1,4-naphthoquinone",C11H8O3,,COC1=CC(=O)c2ccccc2C1=O,"hansch,c et al. (1995)",1.35,11,8,0,3,0,0,0,0,0,0,,14,
2-methoxy-5-methylaniline,C8H11NO,,COc1ccc(C)cc1N,"hansch,c et al. (1995)",1.74,8,11,1,1,0,0,0,0,0,0,,10,
2-methoxy-5-nitroaniline,C7H8N2O3,,COc1ccc(cc1N)[N+]([O-])=O,"hansch,c et al. (1995)",1.47,7,8,2,3,0,0,0,0,0,0,,12,
2-methoxy-5-nitropyridine,C6H6N2O3,,COc1ccc(cn1)[N+]([O-])=O,"hansch,c et al. (1995)",1.55,6,6,2,3,0,0,0,0,0,0,,11,
2-methoxybenzamide,C8H9NO2,,COc1ccccc1C(N)=O,"hansch,c et al. (1995)",0.86,8,9,1,2,0,0,0,0,0,0,,11,
2-methoxybenzoic acid,C8H8O3,,COc1ccccc1C(O)=O,"hansch,c et al. (1995)",1.59,8,8,0,3,0,0,0,0,0,0,,11,
2-methoxybenzyl alcohol,C8H10O2,,COc1ccccc1CO,"hansch,c et al. (1995)",1.13,8,10,0,2,0,0,0,0,0,0,,10,
2-methoxyethanol,C3H8O2,,COCCO,"hansch,c et al. (1995)",-0.77,3,8,0,2,0,0,0,0,0,0,,5,
2-methoxyethyl benzoate,C10H12O3,,COCCOC(=O)c1ccccc1,"hansch,c et al. (1995)",1.78,10,12,0,3,0,0,0,0,0,0,,13,
2-methoxyethyl phenyl ether,C9H12O2,,COCCOc1ccccc1,"hansch,c et al. (1995)",1.73,9,12,0,2,0,0,0,0,0,0,,11,
2-methoxyfuran,C5H6O2,,COc1occc1,"hansch,c et al. (1995)",1.44,5,6,0,2,0,0,0,0,0,0,,7,
2-methoxyhydroquinone,C7H8O3,,COc1cc(O)ccc1O,"hansch,c et al. (1995)",0.47,7,8,0,3,0,0,0,0,0,0,,10,
2-methoxyisonicotinohydrazide,C7H9N3O2,,COc1cc(ccn1)C(=O)NN,"hansch,c et al. (1995)",-0.1,7,9,3,2,0,0,0,0,0,0,,12,
2-methoxynaphthalene,C11H10O,,COc1ccc2ccccc2c1,"hansch,c et al. (1995)",3.47,11,10,0,1,0,0,0,0,0,0,,12,
2-methoxyquinoxaline,C9H8N2O,,COc1cnc2ccccc2n1,"hansch,c et al. (1995)",2.31,9,8,2,1,0,0,0,0,0,0,,12,
2-methyl-1-nitropropane,C4H9NO2,,CC(C)C[N+]([O-])=O,"hansch,c et al. (1995)",1.4,4,9,1,2,0,0,0,0,0,0,,7,
2-methyl-2-butanol,C5H12O,,CCC(C)(C)O,"hansch,c et al. (1995)",0.89,5,12,0,1,0,0,0,0,0,0,,6,
2-methyl-2-nitropropane,C4H9NO2,,CC(C)(C)[N+]([O-])=O,"hansch,c et al. (1995)",1.17,4,9,1,2,0,0,0,0,0,0,,7,
2-methyl-3-butyn-2-ol,C5H8O,,CC(C)(O)C#C,"hansch,c et al. (1995)",0.28,5,8,0,1,0,0,0,0,0,0,,6,
2-methyl-4-phenylquinazoline,C15H12N2,,Cc1nc2ccccc2c(n1)c3ccccc3,"hansch,c et al. (1995)",3.1,15,12,2,0,0,0,0,0,0,0,,17,
2-methyl-5-nitroaniline,C7H8N2O2,,Cc1ccc(cc1N)[N+]([O-])=O,"hansch,c et al. (1995)",1.87,7,8,2,2,0,0,0,0,0,0,,11,
2-methyl-5-nitropyridine,C6H6N2O2,,Cc1ccc(cn1)[N+]([O-])=O,"hansch,c et al. (1995)",0.99,6,6,2,2,0,0,0,0,0,0,,10,
2-methyl-6-nitro-2h-indazole,C8H7N3O2,,CN1C=C2C=CC(=CC2=N1)[N+](=O)[O-],"hansch,c et al. (1995)",1.76,8,7,3,2,0,0,0,0,0,0,,13,
2-methyl-6-propoxypyrazine,C8H12N2O,,CCCOc1cncc(C)n1,"hansch,c et al. (1995)",2.29,8,12,2,1,0,0,0,0,0,0,,11,
2-methyl-n-phenylbutanamide,C11H15NO,,CCC(C)C(=O)Nc1ccccc1,"hansch,c et al. (1995)",2.56,11,15,1,1,0,0,0,0,0,0,,13,
2-methylbenzimidazole,C8H8N2,,Cc1[nH]c2ccccc2n1,"hansch,c et al. (1995)",1.43,8,8,2,0,0,0,0,0,0,0,,10,
2-methylbenzotriazole,C7H7N3,,Cn1nc2ccccc2n1,"hansch,c et al. (1995)",1.64,7,7,3,0,0,0,0,0,0,0,,10,
2-methylbutanoic acid,C5H10O2,,CCC(C)C(O)=O,"hansch,c et al. (1995)",1.18,5,10,0,2,0,0,0,0,0,0,,7,
2-methylfuran,C5H6O,,Cc1occc1,"hansch,c et al. (1995)",1.85,5,6,0,1,0,0,0,0,0,0,,6,
2-methylimidazole,C4H6N2,,Cc1[nH]ccn1,"hansch,c et al. (1995)",0.24,4,6,2,0,0,0,0,0,0,0,,6,
2-methylindole,C9H9N,,Cc1[nH]c2ccccc2c1,"hansch,c et al. (1995)",2.53,9,9,1,0,0,0,0,0,0,0,,10,
2-methylisonicotinic acid hydrazide,C7H9N3O,,Cc1cc(ccn1)C(=O)NN,"hansch,c et al. (1995)",-0.37,7,9,3,1,0,0,0,0,0,0,,11,
2-methylisonicotinonitrile,C7H6N2,,Cc1cc(ccn1)C#N,"hansch,c et al. (1995)",0.81,7,6,2,0,0,0,0,0,0,0,,9,
2-methylnaphthalene,C11H10,,Cc1ccc2ccccc2c1,"hansch,c et al. (1995)",3.86,11,10,0,0,0,0,0,0,0,0,,11,
2-methylphenyl 4-amino-2-hydroxybenzoate,C14H13NO3,,Cc1ccccc1OC(=O)c2ccc(N)cc2O,"hansch,c et al. (1995)",3.14,14,13,1,3,0,0,0,0,0,0,,18,
2-methylpyrazine,C5H6N2,,Cc1cnccn1,"hansch,c et al. (1995)",0.21,5,6,2,0,0,0,0,0,0,0,,7,
2-methylpyridine,C5H4N(CH3),,Cc1ccccn1,"hansch,c et al. (1995)",1.11,6,7,1,0,0,0,0,0,0,0,,7,
2-methylquinoline,C10H9N,,Cc1ccc2ccccc2n1,"hansch,c et al. (1995)",2.59,10,9,1,0,0,0,0,0,0,0,,11,
2-methylquinoxaline,C9H8N2,,Cc1cnc2ccccc2n1,"hansch,c et al. (1995)",1.61,9,8,2,0,0,0,0,0,0,0,,11,
2-methylthiophene,C5H6S,,Cc1sccc1,"hansch,c et al. (1995)",2.33,5,6,0,0,1,0,0,0,0,0,,6,
2-naphthalenemethanol,C11H10O,,OCc1ccc2ccccc2c1,"hansch,c et al. (1995)",2.21,11,10,0,1,0,0,0,0,0,0,,12,
2-naphthalenesulfonic acid,C10H8O3S,,O[S](=O)(=O)c1ccc2ccccc2c1,"hansch,c et al. (1995)",0.63,10,8,0,3,1,0,0,0,0,0,,14,
"2-naphthalenesulfonic acid, 4-hydroxy-",C10H8O4S,,Oc1cc(cc2ccccc12)[S](O)(=O)=O,"hansch,c et al. (1995)",-0.18,10,8,0,4,1,0,0,0,0,0,,15,
2-naphthoic acid,C11H8O2,,OC(=O)c1ccc2ccccc2c1,"hansch,c et al. (1995)",3.28,11,8,0,2,0,0,0,0,0,0,,13,
2-naphthol,C10H8O,,Oc1ccc2ccccc2c1,"hansch,c et al. (1995)",2.7,10,8,0,1,0,0,0,0,0,0,,11,
2-naphthoxyacetic acid,C12H10O3,,OC(=O)COc1ccc2ccccc2c1,"hansch,c et al. (1995)",2.53,12,10,0,3,0,0,0,0,0,0,,15,
2-naphthyl methylcarbamate,C12H11NO2,,CNC(=O)Oc1ccc2ccccc2c1,"hansch,c et al. (1995)",2.56,12,11,1,2,0,0,0,0,0,0,,15,
2-naphthylacetic acid,C12H10O2,,OC(=O)Cc1ccc2ccccc2c1,"hansch,c et al. (1995)",2.81,12,10,0,2,0,0,0,0,0,0,,14,
2-naphthylamine,C10H9N,,Nc1ccc2ccccc2c1,"hansch,c et al. (1995)",2.28,10,9,1,0,0,0,0,0,0,0,,11,
2-nitro-1-phenylpropene,C9H9NO2,,CC(=Cc1ccccc1)[N+]([O-])=O,"hansch,c et al. (1995)",2.52,9,9,1,2,0,0,0,0,0,0,,12,
2-nitroaniline,C6H6N2O2,,Nc1ccccc1[N+]([O-])=O,"hansch,c et al. (1995)",1.85,6,6,2,2,0,0,0,0,0,0,,10,
2-nitroanisole,C7H7NO3,,COc1ccccc1[N+]([O-])=O,"hansch,c et al. (1995)",1.73,7,7,1,3,0,0,0,0,0,0,,11,
2-nitrobenzaldehyde,C7H5NO3,,[O-][N+](=O)c1ccccc1C=O,"hansch,c et al. (1995)",1.74,7,5,1,3,0,0,0,0,0,0,,11,
2-nitrobenzenesulfonamide,C6H6N2O4S,,N[S](=O)(=O)c1ccccc1[N+]([O-])=O,"hansch,c et al. (1995)",0.34,6,6,2,4,1,0,0,0,0,0,,13,
2-nitrobenzohydrazide,C7H7N3O3,,NNC(=O)c1ccccc1[N+]([O-])=O,"hansch,c et al. (1995)",-0.54,7,7,3,3,0,0,0,0,0,0,,13,
2-nitrobenzoic acid,C7H5NO4,,OC(=O)c1ccccc1[N+]([O-])=O,"hansch,c et al. (1995)",1.46,7,5,1,4,0,0,0,0,0,0,,12,
2-nitrobenzotrifluoride,C7H4F3NO2,,[O-][N+](=O)c1ccccc1C(F)(F)F,"hansch,c et al. (1995)",2.58,7,4,1,2,0,0,3,0,0,0,,13,
2-nitrobenzyl alcohol,C7H7NO3,,OCc1ccccc1[N+]([O-])=O,"hansch,c et al. (1995)",1.24,7,7,1,3,0,0,0,0,0,0,,11,
2-nitrobutane,C4H9NO2,,CCC(C)[N+]([O-])=O,"hansch,c et al. (1995)",1.2,4,9,1,2,0,0,0,0,0,0,,7,
2-nitrodiphenylamine,C12H10N2O2,,[O-][N+](=O)c1ccccc1Nc2ccccc2,"hansch,c et al. (1995)",3.66,12,10,2,2,0,0,0,0,0,0,,16,
2-nitroethanol,C2H5NO3,,OCC[N+]([O-])=O,"hansch,c et al. (1995)",-0.42,2,5,1,3,0,0,0,0,0,0,,6,
2-nitroimidazole,C3H3N3O2,,[O-][N+](=O)c1[nH]ccn1,"hansch,c et al. (1995)",0.15,3,3,3,2,0,0,0,0,0,0,,8,
2-nitrophenol,C6H5NO3,,Oc1ccccc1[N+]([O-])=O,"hansch,c et al. (1995)",1.79,6,5,1,3,0,0,0,0,0,0,,10,
2-nitrophenyl acetate,C8H7NO4,,CC(=O)Oc1ccccc1[N+]([O-])=O,"hansch,c et al. (1995)",1.55,8,7,1,4,0,0,0,0,0,0,,13,
2-nitrophenyl dimethylcarbamate,C9H10N2O4,,CN(C)C(=O)Oc1ccccc1[N+]([O-])=O,"hansch,c et al. (1995)",1.35,9,10,2,4,0,0,0,0,0,0,,15,
2-nitroprop-1-enylbenzene,C9H9NO2,,CC(=Cc1ccccc1)[N+]([O-])=O,"hansch,c et al. (1995)",2.52,9,9,1,2,0,0,0,0,0,0,,12,
2-nitroresorcinol,C6H5NO4,,Oc1cccc(O)c1[N+]([O-])=O,"hansch,c et al. (1995)",1.56,6,5,1,4,0,0,0,0,0,0,,11,
2-nitroso-1-naphthol,C10H7NO2,,Oc1c(ccc2ccccc12)N=O,"hansch,c et al. (1995)",2.46,10,7,1,2,0,0,0,0,0,0,,13,
2-nitrothiophene,C4H3NO2S,,[O-][N+](=O)c1sccc1,"hansch,c et al. (1995)",1.55,4,3,1,2,1,0,0,0,0,0,,8,
2-nitrotoluene,C7H7NO2,,Cc1ccccc1[N+]([O-])=O,"hansch,c et al. (1995)",2.3,7,7,1,2,0,0,0,0,0,0,,10,
2-nonanone,C9H18O,,CCCCCCCC(C)=O,"hansch,c et al. (1995)",3.14,9,18,0,1,0,0,0,0,0,0,,10,
2-oxonioacetate,C2H4O3,,[OH2+]CC([O-])=O,"hansch,c et al. (1995)",-1.11,2,4,0,3,0,0,0,0,0,0,,5,
2-pentanol,C5H12O,,CCCC(C)O,"hansch,c et al. (1995)",1.19,5,12,0,1,0,0,0,0,0,0,,6,
2-pentanone,C5H10O,,CCCC(C)=O,"hansch,c et al. (1995)",0.91,5,10,0,1,0,0,0,0,0,0,,6,
"2-phenoxy-1,3,2-dioxaphospholane",C8H9O3P,,C1COP(O1)Oc2ccccc2,"hansch,c et al. (1995)",1.42,8,9,0,3,0,1,0,0,0,0,,12,
2-phenoxyacetamide,C8H9NO2,,NC(=O)COc1ccccc1,"hansch,c et al. (1995)",0.76,8,9,1,2,0,0,0,0,0,0,,11,
2-phenoxyaniline,C12H11NO,,Nc1ccccc1Oc2ccccc2,"hansch,c et al. (1995)",2.46,12,11,1,1,0,0,0,0,0,0,,14,
2-phenoxybenzoic acid,C13H10O3,,OC(=O)c1ccccc1Oc2ccccc2,"hansch,c et al. (1995)",3.11,13,10,0,3,0,0,0,0,0,0,,16,
2-phenoxyethanol,C8H10O2,,OCCOc1ccccc1,"hansch,c et al. (1995)",1.16,8,10,0,2,0,0,0,0,0,0,,10,
2-phenoxypyridine,C11H9NO,,O(c1ccccc1)c2ccccn2,"hansch,c et al. (1995)",2.39,11,9,1,1,0,0,0,0,0,0,,13,
"2-phenyl-1,3,5-triazine",C9H7N3,,c1ccc(cc1)c2ncncn2,"hansch,c et al. (1995)",1.93,9,7,3,0,0,0,0,0,0,0,,12,
2-phenylacetamide,C8H9NO,,NC(=O)Cc1ccccc1,"hansch,c et al. (1995)",0.45,8,9,1,1,0,0,0,0,0,0,,10,
2-phenylbenzimidazole,C13H10N2,,[nH]1c2ccccc2nc1c3ccccc3,"hansch,c et al. (1995)",3.24,13,10,2,0,0,0,0,0,0,0,,15,
2-phenylbenzothiazole,C13H9NS,,s1c2ccccc2nc1c3ccccc3,"hansch,c et al. (1995)",4.26,13,9,1,0,1,0,0,0,0,0,,15,
2-phenylethanol,C8H10O,,OCCc1ccccc1,"hansch,c et al. (1995)",1.36,8,10,0,1,0,0,0,0,0,0,,9,
2-phenylglycine,C8H9NO2,,NC(C(O)=O)c1ccccc1,"hansch,c et al. (1995)",-2.07,8,9,1,2,0,0,0,0,0,0,,11,
2-phenylimidazole,C9H8N2,,[nH]1ccnc1c2ccccc2,"hansch,c et al. (1995)",1.88,9,8,2,0,0,0,0,0,0,0,,11,
2-phenylindolizine,C14H11N,,c1ccc(cc1)c2cn3ccccc3c2,"hansch,c et al. (1995)",4.29,14,11,1,0,0,0,0,0,0,0,,15,
2-phenylisonicotinic acid hydrazide,C12H11N3O,,NNC(=O)c1ccnc(c1)c2ccccc2,"hansch,c et al. (1995)",1.36,12,11,3,1,0,0,0,0,0,0,,16,
2-phenylphenol,C6H5C6H4OH,,Oc1ccccc1c2ccccc2,"hansch,c et al. (1995)",3.09,12,10,0,1,0,0,0,0,0,0,,13,
2-phenylpyridine,C11H9N,,c1ccc(cc1)c2ccccn2,"hansch,c et al. (1995)",2.63,11,9,1,0,0,0,0,0,0,0,,12,
