Names,Formula,CAS No,SMILES,Reference,Exp logp,C,H,N,O,S,P,F,Cl,Br,I,,,
2-phenylquinoline,C15H11N,,c1ccc(cc1)c2ccc3ccccc3n2,"hansch,c et al. (1995)",3.9,15,11,1,0,0,0,0,0,0,0,,16,
2-piperidinethione,C5H9NS,,S=C1CCCCN1,"hansch,c et al. (1995)",0.13,5,9,1,0,1,0,0,0,0,0,,7,
2-piperidinoethanol,C7H15NO,,OCCN1CCCCC1,"hansch,c et al. (1995)",0.96,7,15,1,1,0,0,0,0,0,0,,9,
2-piperidone,C5H9NO,,O=C1CCCCN1,"hansch,c et al. (1995)",-0.46,5,9,1,1,0,0,0,0,0,0,,7,
"2-propanone, 1-o-anisidino-",C10H13NO2,,COc1ccccc1NCC(C)=O,"hansch,c et al. (1995)",1.49,10,13,1,2,0,0,0,0,0,0,,13,
"2-propenamide, 3-phenyl-",C9H9NO,,NC(=O)C=Cc1ccccc1,"hansch,c et al. (1995)",1.43,9,9,1,1,0,0,0,0,0,0,,11,
"2-propenoic acid, 2-cyano-3-phenyl-, ethyl ester",C12H11NO2,,CCOC(=O)C(=Cc1ccccc1)C#N,"hansch,c et al. (1995)",2.43,12,11,1,2,0,0,0,0,0,0,,15,
"2-propenoic acid, 3-phenyl-, 3-phenyl-2-propenyl ester",C18H16O2,,O=C(OCC=Cc1ccccc1)C=Cc2ccccc2,"hansch,c et al. (1995)",4.45,18,16,0,2,0,0,0,0,0,0,,20,
2-propylphenol,C9H12O,,CCCc1ccccc1O,"hansch,c et al. (1995)",2.93,9,12,0,1,0,0,0,0,0,0,,10,
2-propylpyridine-4-carbohydrazide,C9H13N3O,,CCCc1cc(ccn1)C(=O)NN,"hansch,c et al. (1995)",0.63,9,13,3,1,0,0,0,0,0,0,,13,
2-pyridineacetamide,C7H8N2O,,NC(=O)Cc1ccccn1,"hansch,c et al. (1995)",-0.65,7,8,2,1,0,0,0,0,0,0,,10,
2-pyridinecarboxaldehyde,C6H5NO,,O=Cc1ccccn1,"hansch,c et al. (1995)",0.44,6,5,1,1,0,0,0,0,0,0,,8,
2-pyridineethanol,C7H9NO,,OCCc1ccccn1,"hansch,c et al. (1995)",0.12,7,9,1,1,0,0,0,0,0,0,,9,
2-pyridinemethanamine,C6H8N2,,NCc1ccccn1,"hansch,c et al. (1995)",-0.21,6,8,2,0,0,0,0,0,0,0,,8,
2-pyridinepropanol,C8H11NO,,OCCCc1ccccn1,"hansch,c et al. (1995)",0.58,8,11,1,1,0,0,0,0,0,0,,10,
"2-quinazolinamine, n-methyl-4-phenyl-",C15H13N3,,CNc1nc2ccccc2c(n1)c3ccccc3,"hansch,c et al. (1995)",3.58,15,13,3,0,0,0,0,0,0,0,,18,
2-quinolinecarboxaldehyde,C10H7NO,,O=Cc1ccc2ccccc2n1,"hansch,c et al. (1995)",2.14,10,7,1,1,0,0,0,0,0,0,,12,
2-tert-butylphenol,C10H14O,,CC(C)(C)c1ccccc1O,"hansch,c et al. (1995)",3.31,10,14,0,1,0,0,0,0,0,0,,11,
2-thenoyltrifluoroacetone,C8H5F3O2S,,FC(F)(F)C(=O)CC(=O)c1sccc1,"hansch,c et al. (1995)",1.46,8,5,0,2,1,0,3,0,0,0,,14,
2-thiopheneacetonitrile,C6H5NS,,N#CCc1sccc1,"hansch,c et al. (1995)",1.26,6,5,1,0,1,0,0,0,0,0,,8,
"2-thiophenecarboxamide, n,n-dimethyl-",C7H9NOS,,CN(C)C(=O)c1sccc1,"hansch,c et al. (1995)",0.75,7,9,1,1,1,0,0,0,0,0,,10,
2-thiophenecarboxylic acid,C5H4O2S,,OC(=O)c1sccc1,"hansch,c et al. (1995)",1.57,5,4,0,2,1,0,0,0,0,0,,8,
2-thiophenemethanol,C5H6OS,,OCc1sccc1,"hansch,c et al. (1995)",0.87,5,6,0,1,1,0,0,0,0,0,,7,
2-thiouracil,C4H4N2OS,,O=C1NC(=S)NC=C1,"hansch,c et al. (1995)",-0.28,4,4,2,1,1,0,0,0,0,0,,8,
2-[3-(propan-2-yl)phenoxy]acetic acid,C11H14O3,,CC(C)c1cccc(OCC(O)=O)c1,"hansch,c et al. (1995)",2.59,11,14,0,3,0,0,0,0,0,0,,14,
2-[4-(sec-butyl)phenoxy]acetic acid,C12H16O3,,CCC(C)c1ccc(OCC(O)=O)cc1,"hansch,c et al. (1995)",3.12,12,16,0,3,0,0,0,0,0,0,,15,
2-[acetyl(methyl)amino]benzoic acid,C10H11NO3,,CN(C(C)=O)c1ccccc1C(O)=O,"hansch,c et al. (1995)",1.85,10,11,1,3,0,0,0,0,0,0,,14,
2-amino-1h-benzo[d]imidazole-5-carbonitrile,C8H6N4,,Nc1[nH]c2ccc(cc2n1)C#N,"hansch,c et al. (1995)",1.13,8,6,4,0,0,0,0,0,0,0,,12,
"2-hydroxy-n,n-dimethylbenzamide",C9H11NO2,,CN(C)C(=O)c1ccccc1O,"hansch,c et al. (1995)",0.44,9,11,1,2,0,0,0,0,0,0,,12,
2-sec-butylphenol,C10H14O,,CCC(C)c1ccccc1O,"hansch,c et al. (1995)",3.27,10,14,0,1,0,0,0,0,0,0,,11,
2-tert-butylpyridine,C9H13N,,CC(C)(C)c1ccccn1,"hansch,c et al. (1995)",2.4,9,13,1,0,0,0,0,0,0,0,,10,
"2h-1,2,4-benzothiadiazine-1,1-dioxide",C7H6N2O2S,,O=[S]1(=O)NC=Nc2ccccc12,"hansch,c et al. (1995)",0.16,7,6,2,2,1,0,0,0,0,0,,12,
"3',5'-dichloromethotrexate",C20H20Cl2N8O5,,CN(Cc1cnc2nc(N)nc(N)c2n1)c3c(Cl)cc(cc3Cl)C(=O)NC(CCC(O)=O)C(O)=O,"hansch,c et al. (1995)",-0.1,20,20,8,5,0,0,0,2,0,0,,35,
"3',5'-dimethylacetaminophen",C10H13NO2,,CC(=O)Nc1cc(C)c(O)c(C)c1,"hansch,c et al. (1995)",1.11,10,13,1,2,0,0,0,0,0,0,,13,
3'-acetamidoacetophenone,C10H11NO2,,CC(=O)Nc1cccc(c1)C(C)=O,"hansch,c et al. (1995)",1.06,10,11,1,2,0,0,0,0,0,0,,13,
3'-chloroacetophenone,C8H7ClO,,CC(=O)c1cccc(Cl)c1,"hansch,c et al. (1995)",2.51,8,7,0,1,0,0,0,1,0,0,,10,
3'-ethoxyacetanilide,C10H13NO2,,CCOc1cccc(NC(C)=O)c1,"hansch,c et al. (1995)",1.82,10,13,1,2,0,0,0,0,0,0,,13,
3'-fluoroacetophenone,C8H7FO,,CC(=O)c1cccc(F)c1,"hansch,c et al. (1995)",1.77,8,7,0,1,0,0,1,0,0,0,,10,
3'-hydroxyacetophenone,C8H8O2,,CC(=O)c1cccc(O)c1,"hansch,c et al. (1995)",1.39,8,8,0,2,0,0,0,0,0,0,,10,
3'-methoxyacetophenone,C9H10O2,,COc1cccc(c1)C(C)=O,"hansch,c et al. (1995)",1.84,9,10,0,2,0,0,0,0,0,0,,11,
3'-methylacetanilide,C9H11NO,,CC(=O)Nc1cccc(C)c1,"hansch,c et al. (1995)",1.68,9,11,1,1,0,0,0,0,0,0,,11,
3'-nitroacetophenone,C8H7NO3,,CC(=O)c1cccc(c1)[N+]([O-])=O,"hansch,c et al. (1995)",1.42,8,7,1,3,0,0,0,0,0,0,,12,
"3(2h)-benzofuranone, 7-hydroxy-2,2-dimethyl-",C10H10O3,,CC1(C)Oc2c(O)cccc2C1=O,"hansch,c et al. (1995)",1.87,10,10,0,3,0,0,0,0,0,0,,13,
"3,3'-dichlorobenzidine",C12H10Cl2N2,,Nc1ccc(cc1Cl)c2ccc(N)c(Cl)c2,"hansch,c et al. (1995)",3.51,12,10,2,0,0,0,0,2,0,0,,16,
"3,3'-dimethylbenzidine",C14H16N2,,Cc1cc(ccc1N)c2ccc(N)c(C)c2,"hansch,c et al. (1995)",2.34,14,16,2,0,0,0,0,0,0,0,,16,
"3,3-dimethyl-2-benzofuran-1(3h)-one",C10H10O2,,CC1(C)OC(=O)c2ccccc12,"hansch,c et al. (1995)",1.73,10,10,0,2,0,0,0,0,0,0,,12,
"3,4,5,6-tetrahydro-2-pyrimidinethiol",C4H8N2S,,SC1=NCCCN1,"hansch,c et al. (1995)",-0.68,4,8,2,0,1,0,0,0,0,0,,7,
"3,4,5-trichloro-2,6-dimethoxyphenol",C8H7Cl3O3,,COc1c(O)c(OC)c(Cl)c(Cl)c1Cl,"hansch,c et al. (1995)",3.74,8,7,0,3,0,0,0,3,0,0,,14,
"3,4,5-trichloroaniline",C6H4Cl3N,,Nc1cc(Cl)c(Cl)c(Cl)c1,"hansch,c et al. (1995)",3.32,6,4,1,0,0,0,0,3,0,0,,10,
"3,4,5-trichloroguaiacol",C7H5Cl3O2,,COc1cc(Cl)c(Cl)c(Cl)c1O,"hansch,c et al. (1995)",3.77,7,5,0,2,0,0,0,3,0,0,,12,
"3,4,5-trichlorophenol",C6H3Cl3O,,Oc1cc(Cl)c(Cl)c(Cl)c1,"hansch,c et al. (1995)",4.01,6,3,0,1,0,0,0,3,0,0,,10,
"3,4,5-trimethylphenyl methylcarbamate",C11H15NO2,,CNC(=O)Oc1cc(C)c(C)c(C)c1,"hansch,c et al. (1995)",2.66,11,15,1,2,0,0,0,0,0,0,,14,
"3,4-dichloroaniline",C6H5Cl2N,,Nc1ccc(Cl)c(Cl)c1,"hansch,c et al. (1995)",2.69,6,5,1,0,0,0,0,2,0,0,,9,
"3,4-dichloronitrobenzene",C6H3Cl2NO2,,[O-][N+](=O)c1ccc(Cl)c(Cl)c1,"hansch,c et al. (1995)",3.12,6,3,1,2,0,0,0,2,0,0,,11,
"3,4-dichlorophenol",C6H4Cl2O,,Oc1ccc(Cl)c(Cl)c1,"hansch,c et al. (1995)",3.33,6,4,0,1,0,0,0,2,0,0,,9,
"3,4-dichlorophenoxyacetic acid",C8H6Cl2O3,,OC(=O)COc1ccc(Cl)c(Cl)c1,"hansch,c et al. (1995)",2.81,8,6,0,3,0,0,0,2,0,0,,13,
"3,4-dihydro-2h-pyran",C5H8O,,C1COC=CC1,"hansch,c et al. (1995)",0.69,5,8,0,1,0,0,0,0,0,0,,6,
"3,4-dihydroxybenzoic acid",C7H6O4,,OC(=O)c1ccc(O)c(O)c1,"hansch,c et al. (1995)",0.86,7,6,0,4,0,0,0,0,0,0,,11,
"3,4-dihydroxyphenylglycol",C8H10O4,,OCC(O)c1ccc(O)c(O)c1,"hansch,c et al. (1995)",-1.01,8,10,0,4,0,0,0,0,0,0,,12,
"3,4-dimethoxybenzoic acid",C9H10O4,,COc1ccc(cc1OC)C(O)=O,"hansch,c et al. (1995)",1.61,9,10,0,4,0,0,0,0,0,0,,13,
"3,4-dimethoxyphenethylamine",C10H15NO2,,COc1ccc(CCN)cc1OC,"hansch,c et al. (1995)",0.77,10,15,1,2,0,0,0,0,0,0,,13,
"3,4-dimethoxyphenylacetonitrile",C10H11NO2,,COc1ccc(CC#N)cc1OC,"hansch,c et al. (1995)",1.15,10,11,1,2,0,0,0,0,0,0,,13,
"3,4-dimethylphenol",C8H10O,,Cc1ccc(O)cc1C,"hansch,c et al. (1995)",2.23,8,10,0,1,0,0,0,0,0,0,,9,
"3,5,6-trichloro-2-pyridinol",C5H2Cl3NO,,Oc1nc(Cl)c(Cl)cc1Cl,"hansch,c et al. (1995)",3.21,5,2,1,1,0,0,0,3,0,0,,10,
"3,5-bis(trifluoromethyl)aniline",C8H5F6N,,Nc1cc(cc(c1)C(F)(F)F)C(F)(F)F,"hansch,c et al. (1995)",3.57,8,5,1,0,0,0,6,0,0,0,,15,
"3,5-dichloroaniline",C6H5Cl2N,,Nc1cc(Cl)cc(Cl)c1,"hansch,c et al. (1995)",2.9,6,5,1,0,0,0,0,2,0,0,,9,
"3,5-dichloroanisole",C7H6Cl2O,,COc1cc(Cl)cc(Cl)c1,"hansch,c et al. (1995)",3.8,7,6,0,1,0,0,0,2,0,0,,10,
"3,5-dichlorobenzoic acid",C7H4Cl2O2,,OC(=O)c1cc(Cl)cc(Cl)c1,"hansch,c et al. (1995)",3,7,4,0,2,0,0,0,2,0,0,,11,
"3,5-dichlorophenol",C6H4Cl2O,,Oc1cc(Cl)cc(Cl)c1,"hansch,c et al. (1995)",3.62,6,4,0,1,0,0,0,2,0,0,,9,
"3,5-dichloropyridine",C5H3Cl2N,,Clc1cncc(Cl)c1,"hansch,c et al. (1995)",2.56,5,3,1,0,0,0,0,2,0,0,,8,
"3,5-dihydroxybenzoic acid",C7H6O4,,OC(=O)c1cc(O)cc(O)c1,"hansch,c et al. (1995)",0.86,7,6,0,4,0,0,0,0,0,0,,11,
"3,5-diiodosalicylic acid",C7H4I2O3,,OC(=O)c1cc(I)cc(I)c1O,"hansch,c et al. (1995)",4.56,7,4,0,3,0,0,0,0,0,2,,12,
"3,5-diisopropylphenyl methylcarbamate",C14H21NO2,,CNC(=O)Oc1cc(cc(c1)C(C)C)C(C)C,"hansch,c et al. (1995)",3.79,14,21,1,2,0,0,0,0,0,0,,17,
"3,5-dimethoxybenzoic acid",C9H10O4,,COc1cc(OC)cc(c1)C(O)=O,"hansch,c et al. (1995)",2.19,9,10,0,4,0,0,0,0,0,0,,13,
"3,5-dimethoxyphenol",C8H10O3,,COc1cc(O)cc(OC)c1,"hansch,c et al. (1995)",1.64,8,10,0,3,0,0,0,0,0,0,,11,
"3,5-dimethyl-4-nitroso-1-phenylpyrazole",C11H11N3O,,Cc1nn(c2ccccc2)c(C)c1N=O,"hansch,c et al. (1995)",2.28,11,11,3,1,0,0,0,0,0,0,,15,
"3,5-dimethylphenol",C8H10O,,Cc1cc(C)cc(O)c1,"hansch,c et al. (1995)",2.35,8,10,0,1,0,0,0,0,0,0,,9,
"3,5-dimethylpyrazole",C5H8N2,,Cc1[nH]nc(C)c1,"hansch,c et al. (1995)",1.01,5,8,2,0,0,0,0,0,0,0,,7,
"3,5-dimethylpyridine",C7H9N,,Cc1cncc(C)c1,"hansch,c et al. (1995)",1.78,7,9,1,0,0,0,0,0,0,0,,8,
"3,5-dinitroaniline",C6H5N3O4,,Nc1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,"hansch,c et al. (1995)",1.89,6,5,3,4,0,0,0,0,0,0,,13,
"3,5-dinitrobenzamide",C7H5N3O5,,NC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,"hansch,c et al. (1995)",0.83,7,5,3,5,0,0,0,0,0,0,,15,
"3,5-dinitrobenzoic acid",C7H4N2O6,,OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,"hansch,c et al. (1995)",1.55,7,4,2,6,0,0,0,0,0,0,,15,
"3,5-dinitrophenol",C6H4N2O5,,Oc1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,"hansch,c et al. (1995)",2.36,6,4,2,5,0,0,0,0,0,0,,13,
"3,5-xylyl methylcarbamate",C10H13NO2,,CNC(=O)Oc1cc(C)cc(C)c1,"hansch,c et al. (1995)",2.23,10,13,1,2,0,0,0,0,0,0,,13,
"3,6-bis(methylthio)pyridazine",C6H8N2S2,,CSc1ccc(SC)nn1,"hansch,c et al. (1995)",1.85,6,8,2,0,2,0,0,0,0,0,,10,
3-(2-nitrovinyl)thiophene,C6H5NO2S,,[O-][N+](=O)C=Cc1cscc1,"hansch,c et al. (1995)",1.94,6,5,1,2,1,0,0,0,0,0,,10,
3-(2-pyridyl)propanamide,C8H10N2O,,NC(=O)CCc1ccccn1,"hansch,c et al. (1995)",-0.27,8,10,2,1,0,0,0,0,0,0,,11,
"3-(3-aminophenyl)-1,1-dimethylurea",C9H13N3O,,CN(C)C(=O)Nc1cccc(N)c1,"hansch,c et al. (1995)",-0.1,9,13,3,1,0,0,0,0,0,0,,13,
"3-(3-chlorobenzylidene)-2,4-pentanedione",C12H11ClO2,,CC(=O)C(=Cc1cccc(Cl)c1)C(C)=O,"hansch,c et al. (1995)",2.26,12,11,0,2,0,0,0,1,0,0,,15,
3-(3-pyridyl)propanamide,C8H10N2O,,NC(=O)CCc1cccnc1,"hansch,c et al. (1995)",-0.26,8,10,2,1,0,0,0,0,0,0,,11,
"3-(4-benzoylphenyl)-1,1-dimethylurea",C16H16N2O2,,CN(C)C(=O)Nc1ccc(cc1)C(=O)c2ccccc2,"hansch,c et al. (1995)",2.59,16,16,2,2,0,0,0,0,0,0,,20,
"3-(4-chlorobenzylidene)pentane-2,4-dione",C12H11ClO2,,CC(=O)C(=Cc1ccc(Cl)cc1)C(C)=O,"hansch,c et al. (1995)",2.32,12,11,0,2,0,0,0,1,0,0,,15,
3-(4-hydroxyphenyl)propionic acid,C9H10O3,,OC(=O)CCc1ccc(O)cc1,"hansch,c et al. (1995)",1.16,9,10,0,3,0,0,0,0,0,0,,12,
"3-(4-tert-butylphenyl)-1,1-dimethylurea",C13H20N2O,,CN(C)C(=O)Nc1ccc(cc1)C(C)(C)C,"hansch,c et al. (1995)",3.1,13,20,2,1,0,0,0,0,0,0,,16,
"3-(5-nitropyrazin-2-yl)amino-1,2,4-butanetriol",C8H12N4O5,,OCC(O)C(CO)Nc1cnc(cn1)[N+]([O-])=O,"hansch,c et al. (1995)",-0.89,8,12,4,5,0,0,0,0,0,0,,17,
3-(aminomethyl)pyridine,C6H8N2,,NCc1cccnc1,"hansch,c et al. (1995)",-0.32,6,8,2,0,0,0,0,0,0,0,,8,
3-(carboxymethyl)benzoic acid,C9H8O4,,OC(=O)Cc1cccc(c1)C(O)=O,"hansch,c et al. (1995)",1.14,9,8,0,4,0,0,0,0,0,0,,13,
3-(methoxycarbonyl)benzoic acid,C9H8O4,,COC(=O)c1cccc(c1)C(O)=O,"hansch,c et al. (1995)",1.83,9,8,0,4,0,0,0,0,0,0,,13,
3-(methylthio)aniline,C7H9NS,,CSc1cccc(N)c1,"hansch,c et al. (1995)",1.45,7,9,1,0,1,0,0,0,0,0,,9,
3-(pentyloxy)phenol,C11H16O2,,CCCCCOc1cccc(O)c1,"hansch,c et al. (1995)",3.63,11,16,0,2,0,0,0,0,0,0,,13,
3-(pyridin-2-yl)propan-1-amine,C8H12N2,,NCCCc1ccccn1,"hansch,c et al. (1995)",0.49,8,12,2,0,0,0,0,0,0,0,,10,
3-(pyridin-3-yl)propan-1-amine,C8H12N2,,NCCCc1cccnc1,"hansch,c et al. (1995)",0.44,8,12,2,0,0,0,0,0,0,0,,10,
3-(trifluoromethyl)benzaldehyde,C8H5F3O,,FC(F)(F)c1cccc(C=O)c1,"hansch,c et al. (1995)",2.47,8,5,0,1,0,0,3,0,0,0,,12,
3-(trifluoromethyl)benzoic acid,C8H5F3O2,,OC(=O)c1cccc(c1)C(F)(F)F,"hansch,c et al. (1995)",2.95,8,5,0,2,0,0,3,0,0,0,,13,
3-(trifluoromethyl)benzyl alcohol,C8H7F3O,,OCc1cccc(c1)C(F)(F)F,"hansch,c et al. (1995)",2.24,8,7,0,1,0,0,3,0,0,0,,12,
3-(trifluoromethyl)phenol,C7H5F3O,,Oc1cccc(c1)C(F)(F)F,"hansch,c et al. (1995)",2.95,7,5,0,1,0,0,3,0,0,0,,11,
3-(trifluoromethyl)phenylacetic acid,C9H7F3O2,,OC(=O)Cc1cccc(c1)C(F)(F)F,"hansch,c et al. (1995)",2.62,9,7,0,2,0,0,3,0,0,0,,14,
3-acetamidophenoxyacetic acid,C10H11NO4,,CC(=O)Nc1cccc(OCC(O)=O)c1,"hansch,c et al. (1995)",0.48,10,11,1,4,0,0,0,0,0,0,,15,
3-acetamidopyridine,C7H8N2O,,CC(=O)Nc1cccnc1,"hansch,c et al. (1995)",0.41,7,8,2,1,0,0,0,0,0,0,,10,
3-acetoxyindole,C10H9NO2,,CC(=O)Oc1c[nH]c2ccccc12,"hansch,c et al. (1995)",2.01,10,9,1,2,0,0,0,0,0,0,,13,
3-acetylbenzoic acid,C9H8O3,,CC(=O)c1cccc(c1)C(O)=O,"hansch,c et al. (1995)",1.56,9,8,0,3,0,0,0,0,0,0,,12,
3-acetylbenzonitrile,C9H7NO,,CC(=O)c1cccc(c1)C#N,"hansch,c et al. (1995)",1.16,9,7,1,1,0,0,0,0,0,0,,11,
3-acetylindole,C10H9NO,,CC(=O)c1c[nH]c2ccccc12,"hansch,c et al. (1995)",2.06,10,9,1,1,0,0,0,0,0,0,,12,
3-acetylpyridine,C7H7NO,,CC(=O)c1cccnc1,"hansch,c et al. (1995)",0.43,7,7,1,1,0,0,0,0,0,0,,9,
3-acetylthianaphthene,C10H8OS,,CC(=O)c1csc2ccccc12,"hansch,c et al. (1995)",2.78,10,8,0,1,1,0,0,0,0,0,,12,
3-acetylthiophene,C6H6OS,,CC(=O)c1cscc1,"hansch,c et al. (1995)",1.24,6,6,0,1,1,0,0,0,0,0,,8,
3-amino-4-chlorobenzotrifluoride,C7H5ClF3N,,Nc1cc(ccc1Cl)C(F)(F)F,"hansch,c et al. (1995)",3.06,7,5,1,0,0,0,3,1,0,0,,12,
3-amino-6-chloropyridazine,C4H4ClN3,,Nc1ccc(Cl)nn1,"hansch,c et al. (1995)",0.35,4,4,3,0,0,0,0,1,0,0,,8,
3-aminoacridine,C13H10N2,,Nc1ccc2cc3ccccc3nc2c1,"hansch,c et al. (1995)",2.77,13,10,2,0,0,0,0,0,0,0,,15,
3-aminobenzamide,C7H8N2O,,NC(=O)c1cccc(N)c1,"hansch,c et al. (1995)",-0.33,7,8,2,1,0,0,0,0,0,0,,10,
3-aminobenzenesulfonamide,C6H8N2O2S,,Nc1cccc(c1)[S](N)(=O)=O,"hansch,c et al. (1995)",-0.38,6,8,2,2,1,0,0,0,0,0,,11,
3-aminobenzonitrile,C7H6N2,,Nc1cccc(c1)C#N,"hansch,c et al. (1995)",1.07,7,6,2,0,0,0,0,0,0,0,,9,
3-aminobenzyl alcohol,C7H9NO,,Nc1cccc(CO)c1,"hansch,c et al. (1995)",-0.05,7,9,1,1,0,0,0,0,0,0,,9,
3-aminophenol,C6H7NO,,Nc1cccc(O)c1,"hansch,c et al. (1995)",0.21,6,7,1,1,0,0,0,0,0,0,,8,
3-aminophenyl 4-amino-2-hydroxybenzoate,C13H12N2O3,,Nc1cccc(OC(=O)c2ccc(N)cc2O)c1,"hansch,c et al. (1995)",2.08,13,12,2,3,0,0,0,0,0,0,,18,
3-aminopropanol,C3H9NO,,NCCCO,"hansch,c et al. (1995)",-1.12,3,9,1,1,0,0,0,0,0,0,,5,
3-aminopyridine,C5H6N2,,Nc1cccnc1,"hansch,c et al. (1995)",0.11,5,6,2,0,0,0,0,0,0,0,,7,
3-aminoquinoline,C9H8N2,,Nc1cnc2ccccc2c1,"hansch,c et al. (1995)",1.63,9,8,2,0,0,0,0,0,0,0,,11,
3-benzotriazol-1-yl-propionic acid,C9H9N3O2,,OC(=O)CCn1nnc2ccccc12,"hansch,c et al. (1995)",-0.63,9,9,3,2,0,0,0,0,0,0,,14,
"3-benzoyl-5-fluoropyrimidine-2,4(1h,3h)-dione",C11H7FN2O3,,FC1=CNC(=O)N(C1=O)C(=O)c2ccccc2,"hansch,c et al. (1995)",0.8,11,7,2,3,0,0,1,0,0,0,,17,
3-benzoylacrylic acid,C10H8O3,,OC(=O)C=CC(=O)c1ccccc1,"hansch,c et al. (1995)",1.53,10,8,0,3,0,0,0,0,0,0,,13,
3-benzoylpyridine,C12H9NO,,O=C(c1ccccc1)c2cccnc2,"hansch,c et al. (1995)",1.88,12,9,1,1,0,0,0,0,0,0,,14,
"3-benzylidene-2,4-pentanedione",C12H12O2,,CC(=O)C(=Cc1ccccc1)C(C)=O,"hansch,c et al. (1995)",1.59,12,12,0,2,0,0,0,0,0,0,,14,
3-bromoaniline,C6H6BrN,,Nc1cccc(Br)c1,"hansch,c et al. (1995)",2.1,6,6,1,0,0,0,0,0,1,0,,8,
3-bromobenzamide,C7H6BrNO,,NC(=O)c1cccc(Br)c1,"hansch,c et al. (1995)",1.65,7,6,1,1,0,0,0,0,1,0,,10,
3-bromobenzhydrazide,C7H7BrN2O,,NNC(=O)c1cccc(Br)c1,"hansch,c et al. (1995)",1.26,7,7,2,1,0,0,0,0,1,0,,11,
3-bromobenzoic acid,C7H5BrO2,,OC(=O)c1cccc(Br)c1,"hansch,c et al. (1995)",2.87,7,5,0,2,0,0,0,0,1,0,,10,
3-bromofuran,C4H3BrO,,Brc1cocc1,"hansch,c et al. (1995)",2.18,4,3,0,1,0,0,0,0,1,0,,6,
3-bromophenol,C6H5BrO,,Oc1cccc(Br)c1,"hansch,c et al. (1995)",2.63,6,5,0,1,0,0,0,0,1,0,,8,
3-bromophenylacetic acid,C8H7BrO2,,OC(=O)Cc1cccc(Br)c1,"hansch,c et al. (1995)",2.37,8,7,0,2,0,0,0,0,1,0,,11,
3-bromophenylurea,C7H7BrN2O,,NC(=O)Nc1cccc(Br)c1,"hansch,c et al. (1995)",2.08,7,7,2,1,0,0,0,0,1,0,,11,
3-bromopyridine,C5H4BrN,,Brc1cccnc1,"hansch,c et al. (1995)",1.6,5,4,1,0,0,0,0,0,1,0,,7,
3-bromoquinoline,C9H6BrN,,Brc1cnc2ccccc2c1,"hansch,c et al. (1995)",3.03,9,6,1,0,0,0,0,0,1,0,,11,
3-bromothiophene,C4H3BrS,,Brc1cscc1,"hansch,c et al. (1995)",2.62,4,3,0,0,1,0,0,0,1,0,,6,
3-butoxyphenol,C10H14O2,,CCCCOc1cccc(O)c1,"hansch,c et al. (1995)",3.03,10,14,0,2,0,0,0,0,0,0,,12,
3-butoxyphenyl methylcarbamate,C12H17NO3,,CCCCOc1cccc(OC(=O)NC)c1,"hansch,c et al. (1995)",2.96,12,17,1,3,0,0,0,0,0,0,,16,
3-chloro-1-propanol,C3H7ClO,,OCCCCl,"hansch,c et al. (1995)",0.5,3,7,0,1,0,0,0,1,0,0,,5,
3-chloro-4-fluoroaniline,C6H5ClFN,,Nc1ccc(F)c(Cl)c1,"hansch,c et al. (1995)",2.06,6,5,1,0,0,0,1,1,0,0,,9,
3-chloro-6-methoxypyridazine,C5H5ClN2O,,COc1ccc(Cl)nn1,"hansch,c et al. (1995)",0.89,5,5,2,1,0,0,0,1,0,0,,9,
3-chloroaniline,C6H6ClN,,Nc1cccc(Cl)c1,"hansch,c et al. (1995)",1.88,6,6,1,0,0,0,0,1,0,0,,8,
3-chloroanisole,C7H7ClO,,COc1cccc(Cl)c1,"hansch,c et al. (1995)",2.98,7,7,0,1,0,0,0,1,0,0,,9,
3-chlorobenzamide,C7H6ClNO,,NC(=O)c1cccc(Cl)c1,"hansch,c et al. (1995)",1.51,7,6,1,1,0,0,0,1,0,0,,10,
3-chlorobenzenesulfonamide,C6H6ClNO2S,,N[S](=O)(=O)c1cccc(Cl)c1,"hansch,c et al. (1995)",1.29,6,6,1,2,1,0,0,1,0,0,,11,
3-chlorobenzhydrazide,C7H7ClN2O,,NNC(=O)c1cccc(Cl)c1,"hansch,c et al. (1995)",1.18,7,7,2,1,0,0,0,1,0,0,,11,
3-chlorobenzoic acid,C7H5ClO2,,OC(=O)c1cccc(Cl)c1,"hansch,c et al. (1995)",2.68,7,5,0,2,0,0,0,1,0,0,,10,
3-chlorobenzyl alcohol,C7H7ClO,,OCc1cccc(Cl)c1,"hansch,c et al. (1995)",1.94,7,7,0,1,0,0,0,1,0,0,,9,
3-chlorobiphenyl,C12H9Cl,,Clc1cccc(c1)c2ccccc2,"hansch,c et al. (1995)",4.58,12,9,0,0,0,0,0,1,0,0,,13,
3-chlorophenol,C6H4ClOH,,Oc1cccc(Cl)c1,"hansch,c et al. (1995)",2.5,6,5,0,1,0,0,0,1,0,0,,8,
3-chlorophenoxyacetic acid,C8H7ClO3,,OC(=O)COc1cccc(Cl)c1,"hansch,c et al. (1995)",2.03,8,7,0,3,0,0,0,1,0,0,,12,
